model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std,nlp_model,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
Meditron,Meditron_cluster,3,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,,0.1904761904761904,,0.8,,0.3076923076923077,
Meditron,Meditron_cluster,3,2,1,5.0,4.0,5.0,5.0,5.0,4.8,4.666666666666667,,,,,,,,en_core_sci_lg,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,,0.25,,0.8571428571428571,,0.3870967741935483,
Meditron,Meditron_cluster,3,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,,0.1428571428571428,,1.0,,0.25,
Meditron,Meditron_cluster,3,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.1379310344827586,,1.0,,0.2424242424242424,,0.1034482758620689,,0.75,,0.1818181818181818,,0.1034482758620689,,0.75,,0.1818181818181818,
Meditron,Meditron_cluster,3,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,,0.0555555555555555,,0.3333333333333333,,0.0952380952380952,
Meditron,Meditron_cluster,3,6,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.2307692307692307,,0.5,,0.3157894736842105,,0.2307692307692307,,0.5,,0.3157894736842105,,0.2307692307692307,,0.5,,0.3157894736842105,,0.3076923076923077,,0.6666666666666666,,0.4210526315789473,,0.3076923076923077,,0.6666666666666666,,0.4210526315789473,,0.3076923076923077,,0.6666666666666666,,0.4210526315789473,,0.3076923076923077,,0.6666666666666666,,0.4210526315789473,
Meditron,Meditron_cluster,3,7,1,4.0,3.0,2.0,5.0,5.0,3.8,3.0,,,,,,,,en_core_sci_lg,0.1666666666666666,,0.5,,0.25,,0.1666666666666666,,0.5,,0.25,,0.1666666666666666,,0.5,,0.25,,0.1666666666666666,,0.5,,0.25,,0.1739130434782608,,0.5,,0.2580645161290322,,0.1739130434782608,,0.5,,0.2580645161290322,,0.1739130434782608,,0.5,,0.2580645161290322,
Meditron,Meditron_cluster,3,8,1,3.0,2.0,3.0,5.0,3.0,3.2,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0588235294117647,,0.1666666666666666,,0.0869565217391304,,0.0588235294117647,,0.1666666666666666,,0.0869565217391304,,0.0588235294117647,,0.1666666666666666,,0.0869565217391304,,0.0588235294117647,,0.1666666666666666,,0.0869565217391304,,0.0625,,0.1666666666666666,,0.0909090909090909,,0.0625,,0.1666666666666666,,0.0909090909090909,,0.0625,,0.1666666666666666,,0.0909090909090909,
Meditron,Meditron_cluster,3,9,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,,0.1666666666666666,,0.6666666666666666,,0.2666666666666666,
Meditron,Meditron_cluster,3,10,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.5777777777777777,,0.4193548387096774,,0.4859813084112149,,0.5777777777777777,,0.4193548387096774,,0.4859813084112149,,0.5777777777777777,,0.4193548387096774,,0.4859813084112149,,0.5777777777777777,,0.4193548387096774,,0.4859813084112149,,0.6136363636363636,,0.4576271186440678,,0.5242718446601942,,0.5909090909090909,,0.4406779661016949,,0.5048543689320388,,0.5681818181818182,,0.423728813559322,,0.4854368932038835,
Meditron,Meditron_cluster,3,11,1,5.0,5.0,4.0,5.0,5.0,4.8,4.666666666666667,,,,,,,,en_core_sci_lg,0.2682926829268293,,0.5789473684210527,,0.3666666666666666,,0.2682926829268293,,0.5789473684210527,,0.3666666666666666,,0.2682926829268293,,0.5789473684210527,,0.3666666666666666,,0.3170731707317073,,0.6842105263157895,,0.4333333333333333,,0.3,,0.631578947368421,,0.4067796610169491,,0.3,,0.631578947368421,,0.4067796610169491,,0.325,,0.6842105263157895,,0.4406779661016949,
Meditron,Meditron_cluster,4,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.05,,0.2,,0.08,,0.05,,0.2,,0.08,,0.05,,0.2,,0.08,,0.15,,0.6,,0.24,,0.1052631578947368,,0.4,,0.1666666666666666,,0.1052631578947368,,0.4,,0.1666666666666666,,0.1578947368421052,,0.6,,0.25,
Meditron,Meditron_cluster,4,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,,0.1578947368421052,,0.6,,0.25,
Meditron,Meditron_cluster,4,2,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,,0.08,,0.4,,0.1333333333333333,
Meditron,Meditron_cluster,4,3,1,3.0,2.0,3.0,5.0,5.0,3.6,2.6666666666666665,,,,,,,,en_core_sci_lg,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,,0.075,,1.0,,0.1395348837209302,
Meditron,Meditron_cluster,4,4,1,3.0,2.0,2.0,5.0,4.0,3.2,2.333333333333333,,,,,,,,en_core_sci_lg,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,,0.0625,,0.5,,0.1111111111111111,
Meditron,Meditron_cluster,4,5,1,5.0,4.0,3.0,5.0,5.0,4.4,4.0,,,,,,,,en_core_sci_lg,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,,0.1428571428571428,,0.4,,0.2105263157894736,
Meditron,Meditron_cluster,4,6,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,,0.0666666666666666,,0.3333333333333333,,0.1111111111111111,
Meditron,Meditron_cluster,4,7,1,2.0,2.0,3.0,5.0,4.0,3.2,2.333333333333333,,,,,,,,en_core_sci_lg,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,,0.1304347826086956,,0.75,,0.2222222222222221,
Meditron,Meditron_cluster,4,8,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.032258064516129,,0.5,,0.0606060606060606,,0.032258064516129,,0.5,,0.0606060606060606,,0.064516129032258,,1.0,,0.1212121212121212,,0.032258064516129,,0.5,,0.0606060606060606,,0.032258064516129,,0.5,,0.0606060606060606,,0.032258064516129,,0.5,,0.0606060606060606,,0.032258064516129,,0.5,,0.0606060606060606,
Meditron,Meditron_cluster,4,9,1,4.0,3.0,4.0,5.0,5.0,4.2,3.6666666666666665,,,,,,,,en_core_sci_lg,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,,0.1052631578947368,,0.5,,0.1739130434782608,
NVLM,NVLM,1,0,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.1351351351351351,,0.2564102564102564,,0.1769911504424778,,0.1486486486486486,,0.282051282051282,,0.1946902654867256,,0.1351351351351351,,0.2564102564102564,,0.1769911504424778,,0.1891891891891892,,0.358974358974359,,0.247787610619469,,0.1884057971014492,,0.3823529411764705,,0.2524271844660194,,0.144927536231884,,0.2941176470588235,,0.1941747572815533,,0.1739130434782608,,0.3529411764705882,,0.2330097087378641,
NVLM,NVLM,1,1,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0581395348837209,,0.5,,0.1041666666666666,,0.0581395348837209,,0.5,,0.1041666666666666,,0.0581395348837209,,0.5,,0.1041666666666666,,0.0581395348837209,,0.5,,0.1041666666666666,,0.0602409638554216,,0.5,,0.1075268817204301,,0.0602409638554216,,0.5,,0.1075268817204301,,0.0602409638554216,,0.5,,0.1075268817204301,
NVLM,NVLM,1,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.08,,0.3636363636363636,,0.1311475409836065,,0.1,,0.4545454545454545,,0.1639344262295081,,0.08,,0.3636363636363636,,0.1311475409836065,,0.14,,0.6363636363636364,,0.2295081967213114,,0.125,,0.5454545454545454,,0.2033898305084745,,0.0833333333333333,,0.3636363636363636,,0.135593220338983,,0.1458333333333333,,0.6363636363636364,,0.2372881355932203,
NVLM,NVLM,1,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.075268817204301,,0.25,,0.1157024793388429,,0.086021505376344,,0.2857142857142857,,0.1322314049586777,,0.0967741935483871,,0.3214285714285714,,0.1487603305785124,,0.075268817204301,,0.25,,0.1157024793388429,,0.1348314606741573,,0.4285714285714285,,0.2051282051282051,,0.1011235955056179,,0.3214285714285714,,0.1538461538461538,,0.1011235955056179,,0.3214285714285714,,0.1538461538461538,
NVLM,NVLM,1,4,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.2361111111111111,,0.4146341463414634,,0.3008849557522123,,0.2361111111111111,,0.4146341463414634,,0.3008849557522123,,0.2361111111111111,,0.4146341463414634,,0.3008849557522123,,0.25,,0.4390243902439024,,0.3185840707964602,,0.2571428571428571,,0.45,,0.3272727272727272,,0.2571428571428571,,0.45,,0.3272727272727272,,0.2571428571428571,,0.45,,0.3272727272727272,
NVLM,NVLM,1,5,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.1428571428571428,,0.2857142857142857,,0.1904761904761904,,0.1428571428571428,,0.2857142857142857,,0.1904761904761904,,0.1428571428571428,,0.2857142857142857,,0.1904761904761904,,0.1428571428571428,,0.2857142857142857,,0.1904761904761904,,0.1428571428571428,,0.3333333333333333,,0.2,,0.1428571428571428,,0.3333333333333333,,0.2,,0.1428571428571428,,0.3333333333333333,,0.2,
NVLM,NVLM,1,6,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.106060606060606,,0.7777777777777778,,0.1866666666666666,,0.106060606060606,,0.7777777777777778,,0.1866666666666666,,0.106060606060606,,0.7777777777777778,,0.1866666666666666,,0.1363636363636363,,1.0,,0.24,,0.1451612903225806,,1.0,,0.2535211267605634,,0.1290322580645161,,0.8888888888888888,,0.2253521126760563,,0.1451612903225806,,1.0,,0.2535211267605634,
NVLM,NVLM,1,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.25,,0.2,,0.2222222222222222,,0.25,,0.2,,0.2222222222222222,,0.25,,0.2,,0.2222222222222222,,0.5,,0.4,,0.4444444444444445,,0.5,,0.4,,0.4444444444444445,,0.5,,0.4,,0.4444444444444445,,0.5,,0.4,,0.4444444444444445,
NVLM,NVLM,1,8,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0833333333333333,,0.8571428571428571,,0.1518987341772152,,0.0833333333333333,,0.8571428571428571,,0.1518987341772152,,0.0833333333333333,,0.8571428571428571,,0.1518987341772152,,0.0833333333333333,,0.8571428571428571,,0.1518987341772152,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,
NVLM,NVLM,1,9,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1578947368421052,,0.2068965517241379,,0.1791044776119402,,0.1578947368421052,,0.2068965517241379,,0.1791044776119402,,0.1578947368421052,,0.2068965517241379,,0.1791044776119402,,0.2894736842105263,,0.3793103448275862,,0.3283582089552239,,0.2368421052631578,,0.3103448275862069,,0.2686567164179104,,0.1842105263157894,,0.2413793103448276,,0.208955223880597,,0.2631578947368421,,0.3448275862068966,,0.2985074626865672,
NVLM,NVLM,1,10,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.2830188679245283,,0.234375,,0.2564102564102564,,0.3018867924528302,,0.25,,0.2735042735042735,,0.2830188679245283,,0.234375,,0.2564102564102564,,0.4150943396226415,,0.34375,,0.376068376068376,,0.4230769230769231,,0.34375,,0.3793103448275862,,0.4038461538461538,,0.328125,,0.3620689655172414,,0.4230769230769231,,0.34375,,0.3793103448275862,
NVLM,NVLM,3,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.032258064516129,,0.3333333333333333,,0.0588235294117647,,0.032258064516129,,0.3333333333333333,,0.0588235294117647,,0.032258064516129,,0.3333333333333333,,0.0588235294117647,,0.032258064516129,,0.3333333333333333,,0.0588235294117647,,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,
NVLM,NVLM,3,1,1,4.0,2.0,1.0,5.0,5.0,3.4,2.333333333333333,,,,,,,,en_core_sci_lg,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,,0.2307692307692307,,0.6,,0.3333333333333333,
NVLM,NVLM,3,2,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,,0.1153846153846153,,0.8571428571428571,,0.2033898305084745,
NVLM,NVLM,3,3,1,3.0,2.0,2.0,5.0,4.0,3.2,2.333333333333333,,,,,,,,en_core_sci_lg,0.0229885057471264,,0.5,,0.0439560439560439,,0.0229885057471264,,0.5,,0.0439560439560439,,0.0229885057471264,,0.5,,0.0439560439560439,,0.0229885057471264,,0.5,,0.0439560439560439,,0.0232558139534883,,0.5,,0.0444444444444444,,0.0232558139534883,,0.5,,0.0444444444444444,,0.0232558139534883,,0.5,,0.0444444444444444,
NVLM,NVLM,3,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,,0.16,,1.0,,0.2758620689655173,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,
NVLM,NVLM,3,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,,0.125,,0.6666666666666666,,0.2105263157894736,
NVLM,NVLM,3,6,1,4.0,3.0,4.0,5.0,4.0,4.0,3.6666666666666665,,,,,,,,en_core_sci_lg,0.0925925925925925,,0.8333333333333334,,0.1666666666666666,,0.0925925925925925,,0.8333333333333334,,0.1666666666666666,,0.0925925925925925,,0.8333333333333334,,0.1666666666666666,,0.0925925925925925,,0.8333333333333334,,0.1666666666666666,,0.0943396226415094,,0.8333333333333334,,0.1694915254237288,,0.0943396226415094,,0.8333333333333334,,0.1694915254237288,,0.0943396226415094,,0.8333333333333334,,0.1694915254237288,
NVLM,NVLM,3,7,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,,0.1290322580645161,,0.5,,0.2051282051282051,
NVLM,NVLM,3,8,1,3.0,3.0,4.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.0666666666666666,,0.5,,0.1176470588235294,,0.0666666666666666,,0.5,,0.1176470588235294,,0.0666666666666666,,0.5,,0.1176470588235294,,0.0666666666666666,,0.5,,0.1176470588235294,,0.0681818181818181,,0.5,,0.12,,0.0681818181818181,,0.5,,0.12,,0.0681818181818181,,0.5,,0.12,
NVLM,NVLM,3,9,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.0338983050847457,,0.6666666666666666,,0.064516129032258,,0.0338983050847457,,0.6666666666666666,,0.064516129032258,,0.0338983050847457,,0.6666666666666666,,0.064516129032258,
NVLM,NVLM,3,10,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1842105263157894,,0.4516129032258064,,0.2616822429906542,,0.1842105263157894,,0.4516129032258064,,0.2616822429906542,,0.1842105263157894,,0.4516129032258064,,0.2616822429906542,,0.2105263157894736,,0.5161290322580645,,0.2990654205607476,,0.2108843537414966,,0.5254237288135594,,0.3009708737864078,,0.1972789115646258,,0.4915254237288136,,0.2815533980582524,,0.2108843537414966,,0.5254237288135594,,0.3009708737864078,
NVLM,NVLM,3,11,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,,0.3,,0.1578947368421052,,0.2068965517241379,
NVLM,NVLM,4,0,1,4.0,3.0,4.0,5.0,4.0,4.0,3.6666666666666665,,,,,,,,en_core_sci_lg,0.0337078651685393,,0.6,,0.0638297872340425,,0.0337078651685393,,0.6,,0.0638297872340425,,0.0337078651685393,,0.6,,0.0638297872340425,,0.0337078651685393,,0.6,,0.0638297872340425,,0.0344827586206896,,0.6,,0.0652173913043478,,0.0344827586206896,,0.6,,0.0652173913043478,,0.0344827586206896,,0.6,,0.0652173913043478,
NVLM,NVLM,4,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1,,0.6,,0.1714285714285714,,0.1333333333333333,,0.8,,0.2285714285714286,,0.1,,0.6,,0.1714285714285714,,0.1,,0.6,,0.1714285714285714,,0.1333333333333333,,0.8,,0.2285714285714286,,0.1,,0.6,,0.1714285714285714,,0.1,,0.6,,0.1714285714285714,
NVLM,NVLM,4,2,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0126582278481012,,0.2,,0.0238095238095238,,0.0126582278481012,,0.2,,0.0238095238095238,,0.0126582278481012,,0.2,,0.0238095238095238,,0.0126582278481012,,0.2,,0.0238095238095238,,0.0128205128205128,,0.2,,0.0240963855421686,,0.0128205128205128,,0.2,,0.0240963855421686,,0.0128205128205128,,0.2,,0.0240963855421686,
NVLM,NVLM,4,3,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,
NVLM,NVLM,4,4,1,3.0,2.0,2.0,5.0,5.0,3.4,2.333333333333333,,,,,,,,en_core_sci_lg,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,
NVLM,NVLM,4,5,1,2.0,1.0,1.0,5.0,3.0,2.4,1.3333333333333333,,,,,,,,en_core_sci_lg,0.0357142857142857,,0.2,,0.0606060606060606,,0.0714285714285714,,0.4,,0.1212121212121212,,0.0357142857142857,,0.2,,0.0606060606060606,,0.0357142857142857,,0.2,,0.0606060606060606,,0.074074074074074,,0.4,,0.125,,0.037037037037037,,0.2,,0.0625,,0.037037037037037,,0.2,,0.0625,
NVLM,NVLM,4,6,1,2.0,1.0,1.0,5.0,5.0,2.8,1.3333333333333333,,,,,,,,en_core_sci_lg,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,
NVLM,NVLM,4,7,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0350877192982456,,0.5,,0.0655737704918032,,0.0526315789473684,,0.75,,0.0983606557377049,,0.0350877192982456,,0.5,,0.0655737704918032,,0.0350877192982456,,0.5,,0.0655737704918032,,0.0545454545454545,,0.75,,0.1016949152542372,,0.0545454545454545,,0.75,,0.1016949152542372,,0.0545454545454545,,0.75,,0.1016949152542372,
NVLM,NVLM,4,8,1,4.0,3.0,2.0,5.0,4.0,3.6,3.0,,,,,,,,en_core_sci_lg,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0363636363636363,,1.0,,0.0701754385964912,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,
